InvoiceNo,InvoiceDate,CustomerID,ProductID,Category,UnitPrice,Quantity,Status,Country,TotalPrice
INV-003759,2023-04-18,CUST-04656,PROD-0032,Electronics,9330000.0,1,Completed,Indonesia,9330000.0
INV-003760,2023-06-20,CUST-00059,PROD-0081,Clothing,347000.0,1,Completed,Indonesia,347000.0
INV-003761,2023-11-21,CUST-00741,PROD-0047,Sports,590000.0,1,Completed,Indonesia,590000.0
INV-003762,2023-06-21,CUST-00705,PROD-0084,Beauty,290000.0,1,Completed,Indonesia,290000.0
INV-003763,2023-10-18,CUST-04791,PROD-0063,Beauty,73000.0,1,Completed,Indonesia,73000.0
INV-003764,2023-05-29,CUST-00830,PROD-0049,Sports,460000.0,3,Completed,Indonesia,1380000.0
INV-003765,2023-05-03,CUST-01098,PROD-0066,Clothing,278000.0,1,Completed,Indonesia,278000.0
INV-003766,2023-11-01,CUST-01298,PROD-0070,Clothing,218000.0,2,Completed,Indonesia,436000.0
INV-003767,2023-06-25,CUST-03358,PROD-0001,Electronics,860000.0,2,Completed,Indonesia,1720000.0
INV-003768,2023-05-11,CUST-00674,PROD-0049,Unknown,460000.0,1,Completed,Indonesia,460000.0
INV-003769,2023-02-23,CUST-00628,PROD-0005,Beauty,39000.0,1,Completed,Malaysia,39000.0
INV-003770,2023-10-02,CUST-01678,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-003771,2023-01-22,CUST-03356,PROD-0034,Clothing,124000.0,1,Completed,Indonesia,124000.0
INV-003772,2023-10-14,CUST-01548,PROD-0086,Clothing,371000.0,1,Completed,Indonesia,371000.0
INV-003773,2023-03-15,CUST-00068,PROD-0034,Clothing,124000.0,1,Completed,Singapore,124000.0
INV-003774,2023-05-15,CUST-04171,PROD-0014,Clothing,481000.0,1,Completed,Indonesia,481000.0
INV-003775,2023-10-24,CUST-00951,PROD-0068,Home & Garden,1700000.0,4,Completed,Indonesia,6800000.0
INV-003776,2023-07-30,CUST-00178,PROD-0074,Electronics,2120000.0,1,Completed,Indonesia,2120000.0
INV-003777,2023-12-22,CUST-03295,PROD-0034,Clothing,124000.0,5,Completed,Vietnam,620000.0
INV-003778,2023-03-30,CUST-00030,PROD-0073,Sports,390000.0,1,Completed,Indonesia,390000.0
INV-003779,2023-05-19,CUST-04171,PROD-0059,Electronics,10360000.0,2,Completed,Indonesia,20720000.0
INV-003780,2023-05-02,CUST-00917,PROD-0091,Home & Garden,140000.0,1,Completed,Indonesia,140000.0
INV-003781,2023-09-09,CUST-03717,PROD-0018,Electronics,11080000.0,1,Completed,Indonesia,11080000.0
INV-003782,2023-08-06,CUST-00175,PROD-0083,Sports,890000.0,3,Completed,Indonesia,2670000.0
INV-003783,2023-07-16,CUST-00866,PROD-0097,Home & Garden,1370000.0,1,Completed,Indonesia,1370000.0
INV-003784,2023-04-17,CUST-01664,PROD-0040,Beauty,102000.0,1,Completed,Indonesia,102000.0
INV-003785,2023-04-16,CUST-04156,PROD-0064,Electronics,14330000.0,1,Completed,Indonesia,14330000.0
INV-003786,2023-04-30,CUST-04195,PROD-0029,Home & Garden,410000.0,1,Completed,Indonesia,410000.0
INV-003787,2023-05-09,CUST-03683,PROD-0002,Home & Garden,570000.0,1,Completed,Malaysia,570000.0
INV-003788,2023-02-27,CUST-00103,PROD-0080,Sports,790000.0,2,Completed,Indonesia,1580000.0
INV-003789,2023-04-06,CUST-03434,PROD-0003,Clothing,381000.0,1,Completed,Indonesia,381000.0
INV-003790,2023-01-21,CUST-02167,PROD-0022,Sports,900000.0,1,Completed,Indonesia,900000.0
INV-003792,2023-01-04,CUST-03784,PROD-0018,Electronics,11080000.0,1,Completed,Singapore,11080000.0
INV-003793,2023-12-20,CUST-00464,PROD-0091,Home & Garden,140000.0,1,Completed,Indonesia,140000.0
INV-003794,2023-04-21,CUST-00817,PROD-0073,Sports,390000.0,2,Completed,Indonesia,780000.0
INV-003795,2023-02-08,CUST-04513,PROD-0083,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-003796,2023-03-15,CUST-00810,PROD-0082,Sports,250000.0,1,Completed,Indonesia,250000.0
INV-003797,2023-10-13,CUST-00231,PROD-0076,Home & Garden,550000.0,1,Completed,Malaysia,550000.0
INV-003798,2023-04-15,CUST-04705,PROD-0053,Electronics,2720000.0,1,Completed,Indonesia,2720000.0
INV-003799,2023-04-05,CUST-02446,PROD-0019,Sports,210000.0,1,Completed,Indonesia,210000.0
INV-003800,2023-02-21,CUST-01413,PROD-0054,Clothing,406000.0,1,Completed,Indonesia,406000.0
INV-003801,2023-06-06,CUST-00291,PROD-0025,Clothing,398000.0,2,Completed,Indonesia,796000.0
INV-003803,2023-03-19,CUST-01392,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-003804,2023-08-01,CUST-01937,PROD-0051,Clothing,279000.0,5,Completed,Indonesia,1395000.0
INV-003807,2023-10-16,CUST-01119,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-003808,2023-08-25,CUST-01772,PROD-0079,Beauty,250000.0,2,Completed,Malaysia,500000.0
INV-003809,2023-03-24,CUST-03699,PROD-0022,Sports,900000.0,1,Completed,Thailand,900000.0
INV-003810,2023-09-18,CUST-04640,PROD-0006,Electronics,3670000.0,1,Completed,Singapore,3670000.0
INV-003811,2023-04-06,CUST-04061,PROD-0019,Sports,210000.0,1,Completed,Indonesia,210000.0
INV-003812,2023-05-24,CUST-02591,PROD-0091,Home & Garden,140000.0,1,Completed,Singapore,140000.0
INV-003813,2023-03-27,CUST-00909,PROD-0073,Sports,390000.0,2,Completed,Indonesia,780000.0
INV-003814,2023-08-21,CUST-03883,PROD-0001,Electronics,860000.0,1,Completed,Vietnam,860000.0
INV-003815,2023-06-04,CUST-01186,PROD-0029,Home & Garden,410000.0,1,Completed,Thailand,410000.0
INV-003816,2023-03-15,CUST-01505,PROD-0047,Sports,590000.0,2,Completed,Indonesia,1180000.0
INV-003817,2023-04-20,CUST-02805,PROD-0024,Electronics,1160000.0,1,Completed,Indonesia,1160000.0
INV-003818,2023-12-07,CUST-01163,PROD-0094,Electronics,3820000.0,1,Completed,Indonesia,3820000.0
INV-003819,2023-04-03,CUST-03655,PROD-0061,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-003820,2023-11-17,CUST-03447,PROD-0083,Sports,890000.0,1,Completed,Singapore,890000.0
INV-003821,2023-02-10,CUST-03853,PROD-0053,Electronics,2720000.0,1,Completed,Indonesia,2720000.0
INV-003822,2023-12-13,CUST-04565,PROD-0004,Unknown,180000.0,5,Completed,Indonesia,900000.0
INV-003823,2023-06-29,CUST-04787,PROD-0070,Clothing,218000.0,1,Completed,Singapore,218000.0
INV-003824,2023-12-08,CUST-00871,PROD-0074,Electronics,2120000.0,1,Completed,Indonesia,2120000.0
INV-003825,2023-03-29,CUST-04764,PROD-0012,Clothing,364000.0,3,Completed,Indonesia,1092000.0
INV-003826,2023-11-07,CUST-02340,PROD-0094,Electronics,3820000.0,1,Completed,Indonesia,3820000.0
INV-003827,2023-08-08,CUST-03924,PROD-0072,Sports,930000.0,1,Completed,Indonesia,930000.0
INV-003828,2023-04-20,CUST-03452,PROD-0017,Home & Garden,1250000.0,1,Completed,Indonesia,1250000.0
INV-003829,2023-05-18,CUST-04098,PROD-0068,Home & Garden,1700000.0,1,Completed,Indonesia,1700000.0
INV-003830,2023-12-03,CUST-01891,PROD-0057,Beauty,173000.0,1,Completed,Indonesia,173000.0
INV-003831,2023-01-17,CUST-00898,PROD-0074,Electronics,2120000.0,1,Completed,Singapore,2120000.0
INV-003832,2023-08-12,CUST-01071,PROD-0011,Electronics,11500000.0,1,Completed,Indonesia,11500000.0
INV-003833,2023-04-14,CUST-04335,PROD-0099,Sports,620000.0,2,Completed,Indonesia,1240000.0
INV-003834,2023-04-28,CUST-01617,PROD-0042,Sports,890000.0,1,Completed,Vietnam,890000.0
INV-003835,2023-01-21,CUST-02216,PROD-0058,Sports,870000.0,4,Completed,Indonesia,3480000.0
INV-003836,2023-06-13,CUST-04324,PROD-0053,Electronics,2720000.0,1,Completed,Indonesia,2720000.0
INV-003837,2023-03-27,CUST-01378,PROD-0009,Sports,480000.0,1,Completed,Indonesia,480000.0
INV-003840,2023-07-26,CUST-02390,PROD-0096,Electronics,7960000.0,1,Completed,Indonesia,7960000.0
INV-003841,2023-09-24,CUST-00028,PROD-0067,Electronics,13120000.0,1,Completed,Indonesia,13120000.0
INV-003843,2023-10-18,CUST-00757,PROD-0050,Clothing,499000.0,1,Completed,Indonesia,499000.0
INV-003844,2023-09-11,CUST-01138,PROD-0088,Home & Garden,930000.0,3,Completed,Indonesia,2790000.0
INV-003845,2023-10-23,CUST-04358,PROD-0099,Sports,620000.0,1,Completed,Indonesia,620000.0
INV-003846,2023-10-05,CUST-03181,PROD-0002,Home & Garden,570000.0,2,Completed,Indonesia,1140000.0
INV-003847,2023-08-06,CUST-00674,PROD-0071,Clothing,293000.0,4,Completed,Indonesia,1172000.0
INV-003848,2023-01-12,CUST-00333,PROD-0007,Sports,640000.0,1,Completed,Indonesia,640000.0
INV-003849,2023-12-17,CUST-04220,PROD-0036,Sports,300000.0,1,Completed,Indonesia,300000.0
INV-003850,2023-02-12,CUST-02002,PROD-0058,Sports,870000.0,1,Completed,Indonesia,870000.0
INV-003851,2023-12-06,CUST-02608,PROD-0012,Clothing,364000.0,3,Completed,Indonesia,1092000.0
INV-003852,2023-03-14,CUST-02702,PROD-0065,Home & Garden,1950000.0,1,Completed,Vietnam,1950000.0
INV-003853,2023-04-07,CUST-01230,PROD-0003,Clothing,381000.0,1,Completed,Indonesia,381000.0
INV-003854,2023-04-15,CUST-00561,PROD-0047,Sports,590000.0,1,Completed,Malaysia,590000.0
INV-003855,2023-08-17,CUST-03368,PROD-0004,Sports,180000.0,1,Completed,Indonesia,180000.0
INV-003856,2023-05-26,CUST-04893,PROD-0033,Clothing,290000.0,1,Completed,Indonesia,290000.0
INV-003857,2023-03-17,CUST-03539,PROD-0057,Beauty,173000.0,1,Completed,Indonesia,173000.0
INV-003858,2023-11-26,CUST-01131,PROD-0035,Unknown,103000.0,1,Completed,Malaysia,103000.0
INV-003859,2023-09-17,CUST-00751,PROD-0089,Sports,510000.0,1,Completed,Indonesia,510000.0
INV-003860,2023-11-02,CUST-04206,PROD-0058,Sports,870000.0,1,Completed,Indonesia,870000.0
INV-003862,2023-12-19,CUST-04071,PROD-0034,Clothing,124000.0,2,Completed,Indonesia,248000.0
INV-003863,2023-04-09,CUST-02937,PROD-0082,Sports,250000.0,3,Completed,Malaysia,750000.0
INV-003865,2023-10-10,CUST-04588,PROD-0018,Electronics,11080000.0,1,Completed,Indonesia,11080000.0
INV-003866,2023-11-18,CUST-03430,PROD-0009,Sports,480000.0,1,Completed,Indonesia,480000.0
INV-003867,2023-01-10,CUST-02835,PROD-0073,Sports,390000.0,1,Completed,Indonesia,390000.0
INV-003868,2023-02-01,CUST-00938,PROD-0005,Beauty,39000.0,1,Completed,Thailand,39000.0
INV-003870,2023-03-15,CUST-01985,PROD-0067,Electronics,13120000.0,1,Completed,Indonesia,13120000.0
INV-003871,2023-10-18,CUST-01643,PROD-0017,Home & Garden,1250000.0,3,Completed,Indonesia,3750000.0
INV-003872,2023-02-15,CUST-00563,PROD-0045,Beauty,69000.0,1,Completed,Indonesia,69000.0
INV-003874,2023-05-13,CUST-02664,PROD-0029,Home & Garden,410000.0,1,Completed,Indonesia,410000.0
INV-003875,2023-08-14,CUST-01456,PROD-0019,Sports,210000.0,3,Completed,Thailand,630000.0
INV-003876,2023-02-24,CUST-03137,PROD-0004,Sports,180000.0,1,Completed,Malaysia,180000.0
INV-003877,2023-11-17,CUST-02998,PROD-0064,Electronics,14330000.0,1,Completed,Indonesia,14330000.0
INV-003878,2023-05-13,CUST-04029,PROD-0020,Beauty,51000.0,1,Completed,Malaysia,51000.0
INV-003879,2023-07-29,CUST-00681,PROD-0063,Beauty,73000.0,1,Completed,Singapore,73000.0
INV-003880,2023-12-14,CUST-00832,PROD-0096,Electronics,7960000.0,1,Completed,Indonesia,7960000.0
INV-003881,2023-01-02,CUST-03230,PROD-0058,Sports,870000.0,1,Completed,Indonesia,870000.0
INV-003882,2023-07-24,CUST-02877,PROD-0090,Clothing,151000.0,1,Completed,Indonesia,151000.0
INV-003883,2023-08-15,CUST-00628,PROD-0080,Sports,790000.0,1,Completed,Malaysia,790000.0
INV-003884,2023-05-19,CUST-03621,PROD-0066,Clothing,278000.0,1,Completed,Indonesia,278000.0
INV-003885,2023-03-23,CUST-00660,PROD-0085,Sports,780000.0,2,Completed,Indonesia,1560000.0
INV-003886,2023-07-31,CUST-00124,PROD-0005,Beauty,39000.0,1,Completed,Indonesia,39000.0
INV-003887,2023-10-17,CUST-02485,PROD-0065,Home & Garden,1950000.0,2,Completed,Indonesia,3900000.0
INV-003888,2023-06-10,CUST-01029,PROD-0031,Home & Garden,1430000.0,1,Completed,Indonesia,1430000.0
INV-003889,2023-08-03,CUST-00440,PROD-0040,Beauty,102000.0,1,Completed,Indonesia,102000.0
INV-003890,2023-03-19,CUST-01249,PROD-0015,Home & Garden,290000.0,1,Completed,Thailand,290000.0
INV-003891,2023-07-02,CUST-02071,PROD-0078,Electronics,1740000.0,1,Completed,Malaysia,1740000.0
INV-003892,2023-12-04,CUST-00141,PROD-0052,Electronics,11460000.0,2,Completed,Vietnam,22920000.0
INV-003893,2023-12-10,CUST-01014,PROD-0013,Home & Garden,630000.0,5,Completed,Indonesia,3150000.0
INV-003894,2023-02-11,CUST-04479,PROD-0071,Clothing,293000.0,1,Completed,Indonesia,293000.0
INV-003895,2023-06-07,CUST-03515,PROD-0030,Home & Garden,500000.0,1,Completed,Singapore,500000.0
INV-003896,2023-04-02,CUST-04100,PROD-0065,Home & Garden,1950000.0,1,Completed,Indonesia,1950000.0
INV-003898,2023-02-20,CUST-00150,PROD-0045,Beauty,69000.0,1,Completed,Indonesia,69000.0
INV-003899,2023-07-09,CUST-00747,PROD-0021,Home & Garden,1680000.0,1,Completed,Indonesia,1680000.0
INV-003900,2023-04-06,CUST-00674,PROD-0093,Clothing,53000.0,4,Completed,Indonesia,212000.0
INV-003901,2023-11-09,CUST-00418,PROD-0040,Beauty,102000.0,1,Completed,Indonesia,102000.0
INV-003902,2023-03-14,CUST-01964,PROD-0064,Electronics,14330000.0,3,Completed,Indonesia,42990000.0
INV-003903,2023-01-30,CUST-03155,PROD-0007,Sports,640000.0,2,Completed,Indonesia,1280000.0
INV-003904,2023-08-17,CUST-00861,PROD-0077,Clothing,445000.0,2,Completed,Malaysia,890000.0
INV-003905,2023-02-15,CUST-00406,PROD-0011,Electronics,11500000.0,1,Completed,Singapore,11500000.0
INV-003906,2023-09-01,CUST-01720,PROD-0039,Electronics,12170000.0,1,Completed,Indonesia,12170000.0
INV-003907,2023-08-27,CUST-00811,PROD-0076,Home & Garden,550000.0,1,Completed,Vietnam,550000.0
INV-003908,2023-07-18,CUST-00860,PROD-0081,Clothing,347000.0,1,Completed,Indonesia,347000.0
INV-003909,2023-09-17,CUST-00418,PROD-0093,Clothing,53000.0,1,Completed,Indonesia,53000.0
INV-003910,2023-06-18,CUST-03823,PROD-0068,Home & Garden,1700000.0,5,Completed,Singapore,8500000.0
INV-003911,2023-08-13,CUST-00632,PROD-0027,Electronics,6010000.0,2,Completed,Singapore,12020000.0
INV-003912,2023-08-30,CUST-00978,PROD-0003,Clothing,381000.0,2,Completed,Indonesia,762000.0
INV-003913,2023-01-02,CUST-04282,PROD-0096,Electronics,7960000.0,3,Completed,Malaysia,23880000.0
INV-003914,2023-04-27,CUST-00461,PROD-0092,Sports,310000.0,1,Completed,Indonesia,310000.0
INV-003915,2023-10-10,CUST-03496,PROD-0004,Sports,180000.0,1,Completed,Indonesia,180000.0
INV-003916,2023-04-14,CUST-01267,PROD-0017,Home & Garden,1250000.0,1,Completed,Indonesia,1250000.0
INV-003917,2023-09-04,CUST-03148,PROD-0033,Clothing,290000.0,1,Completed,Indonesia,290000.0
INV-003919,2023-04-04,CUST-00869,PROD-0001,Electronics,860000.0,1,Completed,Singapore,860000.0
INV-003920,2023-08-27,CUST-03002,PROD-0046,Clothing,161000.0,1,Completed,Malaysia,161000.0
INV-003921,2023-05-12,CUST-01391,PROD-0084,Beauty,290000.0,1,Completed,Indonesia,290000.0
INV-003922,2023-04-06,CUST-01748,PROD-0051,Clothing,279000.0,1,Completed,Indonesia,279000.0
INV-003923,2023-07-16,CUST-04793,PROD-0005,Beauty,39000.0,1,Completed,Indonesia,39000.0
INV-003924,2023-05-13,CUST-02887,PROD-0059,Electronics,10360000.0,2,Completed,Indonesia,20720000.0
INV-003925,2023-12-16,CUST-03625,PROD-0088,Home & Garden,930000.0,1,Completed,Indonesia,930000.0
INV-003926,2023-07-06,CUST-02015,PROD-0074,Electronics,2120000.0,1,Completed,Indonesia,2120000.0
INV-003927,2023-01-29,CUST-00733,PROD-0042,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-003929,2023-01-24,CUST-01619,PROD-0047,Sports,590000.0,1,Completed,Indonesia,590000.0
INV-003930,2023-05-25,CUST-02114,PROD-0021,Home & Garden,1680000.0,5,Completed,Singapore,8400000.0
INV-003931,2023-10-23,CUST-04409,PROD-0029,Home & Garden,410000.0,1,Completed,Indonesia,410000.0
INV-003933,2023-02-08,CUST-03483,PROD-0077,Clothing,445000.0,1,Completed,Indonesia,445000.0
INV-003934,2023-02-21,CUST-00384,PROD-0019,Sports,210000.0,1,Completed,Singapore,210000.0
INV-003935,2023-10-09,CUST-02988,PROD-0098,Clothing,293000.0,1,Completed,Indonesia,293000.0
INV-003936,2023-12-08,CUST-02008,PROD-0030,Home & Garden,500000.0,1,Completed,Malaysia,500000.0
INV-003938,2023-05-22,CUST-00971,PROD-0098,Clothing,293000.0,3,Completed,Indonesia,879000.0
INV-003939,2023-10-27,CUST-04019,PROD-0065,Home & Garden,1950000.0,1,Completed,Indonesia,1950000.0
INV-003940,2023-05-07,CUST-02622,PROD-0061,Sports,780000.0,1,Completed,Singapore,780000.0
INV-003941,2023-02-09,CUST-01121,PROD-0070,Clothing,218000.0,1,Completed,Singapore,218000.0
INV-003942,2023-04-30,CUST-00807,PROD-0018,Electronics,11080000.0,1,Completed,Thailand,11080000.0
INV-003943,2023-06-24,CUST-04151,PROD-0013,Home & Garden,630000.0,3,Completed,Indonesia,1890000.0
INV-003944,2023-03-24,CUST-04904,PROD-0060,Electronics,10380000.0,3,Completed,Indonesia,31140000.0
INV-003945,2023-08-11,CUST-02422,PROD-0038,Electronics,3820000.0,1,Completed,Indonesia,3820000.0
INV-003946,2023-08-25,CUST-02296,PROD-0055,Beauty,191000.0,3,Completed,Indonesia,573000.0
INV-003947,2023-01-14,CUST-03618,PROD-0014,Clothing,481000.0,2,Completed,Singapore,962000.0
INV-003948,2023-07-05,CUST-03800,PROD-0016,Beauty,56000.0,4,Completed,Indonesia,224000.0
INV-003949,2023-04-28,CUST-04355,PROD-0083,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-003950,2023-06-12,CUST-00801,PROD-0063,Beauty,73000.0,1,Completed,Malaysia,73000.0
INV-003951,2023-06-01,CUST-01522,PROD-0057,Beauty,173000.0,1,Completed,Thailand,173000.0
INV-003952,2023-08-24,CUST-02657,PROD-0091,Home & Garden,140000.0,2,Completed,Singapore,280000.0
INV-003953,2023-06-20,CUST-04610,PROD-0023,Home & Garden,1200000.0,1,Completed,Indonesia,1200000.0
INV-003954,2023-08-19,CUST-03300,PROD-0019,Sports,210000.0,1,Completed,Singapore,210000.0
INV-003955,2023-08-02,CUST-00375,PROD-0058,Sports,870000.0,1,Completed,Indonesia,870000.0
INV-003956,2023-04-16,CUST-03091,PROD-0088,Home & Garden,930000.0,1,Completed,Indonesia,930000.0
INV-003957,2023-10-08,CUST-02772,PROD-0027,Electronics,6010000.0,1,Completed,Indonesia,6010000.0
INV-003958,2023-11-06,CUST-01134,PROD-0046,Clothing,161000.0,3,Completed,Indonesia,483000.0
INV-003959,2023-11-07,CUST-04129,PROD-0061,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-003960,2023-09-25,CUST-02157,PROD-0067,Electronics,13120000.0,3,Completed,Indonesia,39360000.0
INV-003961,2023-12-22,CUST-01445,PROD-0008,Sports,280000.0,1,Completed,Singapore,280000.0
INV-003962,2023-06-27,CUST-02128,PROD-0001,Electronics,860000.0,1,Completed,Indonesia,860000.0
INV-003963,2023-04-13,CUST-01187,PROD-0061,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-003964,2023-08-08,CUST-04884,PROD-0058,Sports,870000.0,1,Completed,Indonesia,870000.0
INV-003965,2023-12-02,CUST-01572,PROD-0088,Home & Garden,930000.0,1,Completed,Indonesia,930000.0
INV-003966,2023-11-01,CUST-03881,PROD-0065,Home & Garden,1950000.0,1,Completed,Indonesia,1950000.0
INV-003967,2023-03-23,CUST-02821,PROD-0033,Clothing,290000.0,1,Completed,Thailand,290000.0
INV-003968,2023-05-13,CUST-01977,PROD-0068,Home & Garden,1700000.0,2,Completed,Indonesia,3400000.0
INV-003969,2023-03-08,CUST-03297,PROD-0096,Electronics,7960000.0,1,Completed,Indonesia,7960000.0
INV-003970,2023-11-26,CUST-01443,PROD-0023,Home & Garden,1200000.0,1,Completed,Indonesia,1200000.0
INV-003971,2023-11-30,CUST-03808,PROD-0048,Sports,490000.0,1,Completed,Indonesia,490000.0
INV-003972,2023-08-05,CUST-04029,PROD-0014,Clothing,481000.0,1,Completed,Malaysia,481000.0
INV-003973,2023-02-28,CUST-04450,PROD-0048,Sports,490000.0,1,Completed,Malaysia,490000.0
INV-003975,2023-01-05,CUST-03481,PROD-0075,Home & Garden,1770000.0,1,Completed,Indonesia,1770000.0
INV-003976,2023-04-03,CUST-01534,PROD-0004,Sports,180000.0,1,Completed,Indonesia,180000.0
INV-003977,2023-02-18,CUST-04503,PROD-0002,Home & Garden,570000.0,1,Completed,Indonesia,570000.0
INV-003978,2023-09-11,CUST-03257,PROD-0035,Beauty,103000.0,2,Completed,Indonesia,206000.0
INV-003979,2023-08-19,CUST-00208,PROD-0010,Beauty,189000.0,1,Completed,Indonesia,189000.0
INV-003980,2023-07-24,CUST-01770,PROD-0011,Electronics,11500000.0,1,Completed,Indonesia,11500000.0
INV-003981,2023-01-06,CUST-02806,PROD-0088,Home & Garden,930000.0,2,Completed,Vietnam,1860000.0
INV-003982,2023-07-31,CUST-01710,PROD-0024,Electronics,1160000.0,1,Completed,Indonesia,1160000.0
INV-003983,2023-04-25,CUST-03087,PROD-0074,Electronics,2120000.0,1,Completed,Indonesia,2120000.0
INV-003984,2023-05-23,CUST-01310,PROD-0073,Sports,390000.0,1,Completed,Singapore,390000.0
INV-003985,2023-10-04,CUST-04549,PROD-0001,Electronics,860000.0,1,Completed,Indonesia,860000.0
INV-003986,2023-02-01,CUST-02664,PROD-0034,Clothing,124000.0,1,Completed,Indonesia,124000.0
INV-003987,2023-12-24,CUST-02663,PROD-0014,Clothing,481000.0,1,Completed,Indonesia,481000.0
INV-003988,2023-12-25,CUST-01043,PROD-0060,Electronics,10380000.0,4,Completed,Indonesia,41520000.0
INV-003989,2023-03-23,CUST-04432,PROD-0012,Clothing,364000.0,2,Completed,Indonesia,728000.0
INV-003991,2023-03-06,CUST-03517,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-003992,2023-06-19,CUST-03237,PROD-0083,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-003993,2023-06-05,CUST-04530,PROD-0083,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-003994,2023-11-17,CUST-02170,PROD-0080,Sports,790000.0,1,Completed,Indonesia,790000.0
INV-003996,2023-07-31,CUST-02977,PROD-0097,Home & Garden,1370000.0,1,Completed,Singapore,1370000.0
INV-003997,2023-12-07,CUST-04470,PROD-0002,Home & Garden,570000.0,1,Completed,Singapore,570000.0
INV-003998,2023-03-26,CUST-04875,PROD-0006,Electronics,3670000.0,5,Completed,Indonesia,18350000.0
INV-004000,2023-04-26,CUST-00284,PROD-0075,Home & Garden,1770000.0,4,Completed,Indonesia,7080000.0
INV-004002,2023-03-20,CUST-00551,PROD-0006,Electronics,3670000.0,1,Completed,Indonesia,3670000.0
INV-004003,2023-02-28,CUST-02819,PROD-0008,Sports,280000.0,2,Completed,Indonesia,560000.0
INV-004004,2023-12-16,CUST-02324,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-004005,2023-10-11,CUST-04759,PROD-0065,Home & Garden,1950000.0,1,Completed,Indonesia,1950000.0
INV-004006,2023-05-06,CUST-01587,PROD-0097,Home & Garden,1370000.0,1,Completed,Indonesia,1370000.0
INV-004008,2023-10-16,CUST-00219,PROD-0045,Beauty,69000.0,1,Completed,Indonesia,69000.0
INV-004009,2023-05-18,CUST-01004,PROD-0017,Home & Garden,1250000.0,1,Completed,Malaysia,1250000.0
INV-004010,2023-06-20,CUST-00472,PROD-0057,Beauty,173000.0,1,Completed,Vietnam,173000.0
INV-004011,2023-03-02,CUST-01097,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-004012,2023-09-04,CUST-01623,PROD-0010,Beauty,189000.0,1,Completed,Indonesia,189000.0
INV-004013,2023-01-08,CUST-01312,PROD-0009,Sports,480000.0,1,Completed,Singapore,480000.0
INV-004014,2023-04-15,CUST-00762,PROD-0073,Sports,390000.0,1,Completed,Indonesia,390000.0
INV-004015,2023-04-03,CUST-04801,PROD-0017,Home & Garden,1250000.0,1,Completed,Indonesia,1250000.0
INV-004016,2023-07-10,CUST-00819,PROD-0062,Home & Garden,310000.0,1,Completed,Indonesia,310000.0
INV-004017,2023-06-13,CUST-02246,PROD-0061,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-004018,2023-02-22,CUST-02064,PROD-0050,Clothing,499000.0,2,Completed,Indonesia,998000.0
INV-004019,2023-08-18,CUST-03488,PROD-0016,Beauty,56000.0,1,Completed,Indonesia,56000.0
INV-004020,2023-03-23,CUST-04679,PROD-0076,Home & Garden,550000.0,1,Completed,Indonesia,550000.0
INV-004021,2023-05-19,CUST-02584,PROD-0018,Electronics,11080000.0,1,Completed,Indonesia,11080000.0
INV-004022,2023-12-20,CUST-00515,PROD-0046,Clothing,161000.0,3,Completed,Indonesia,483000.0
INV-004023,2023-05-19,CUST-02604,PROD-0013,Home & Garden,630000.0,1,Completed,Indonesia,630000.0
INV-004024,2023-02-23,CUST-04767,PROD-0082,Sports,250000.0,1,Completed,Singapore,250000.0
INV-004025,2023-09-06,CUST-04239,PROD-0057,Beauty,173000.0,1,Completed,Malaysia,173000.0
INV-004026,2023-11-06,CUST-02138,PROD-0060,Electronics,10380000.0,1,Completed,Malaysia,10380000.0
INV-004027,2023-02-17,CUST-01076,PROD-0020,Beauty,51000.0,1,Completed,Indonesia,51000.0
INV-004028,2023-10-04,CUST-02633,PROD-0090,Clothing,151000.0,1,Completed,Indonesia,151000.0
INV-004029,2023-10-05,CUST-02479,PROD-0099,Sports,620000.0,5,Completed,Indonesia,3100000.0
INV-004030,2023-04-12,CUST-03132,PROD-0074,Electronics,2120000.0,1,Completed,Singapore,2120000.0
INV-004031,2023-10-13,CUST-04825,PROD-0076,Home & Garden,550000.0,1,Completed,Indonesia,550000.0
INV-004032,2023-08-28,CUST-01360,PROD-0044,Unknown,137000.0,2,Completed,Indonesia,274000.0
INV-004033,2023-09-24,CUST-02253,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-004034,2023-04-09,CUST-04320,PROD-0068,Home & Garden,1700000.0,2,Completed,Indonesia,3400000.0
INV-004035,2023-09-02,CUST-03582,PROD-0091,Home & Garden,140000.0,1,Completed,Singapore,140000.0
